cve_ent,cve_mun,cve_loc,nom_loc
"31	","028	","0001	","Dzilam de Bravo"
"31	","029	","0000	","Dzilam González"
"31	","029	","0001	","Dzilam González"
"31	","029	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","030	","0000	","Dzitás"
"31	","030	","0001	","Dzitás"
"31	","030	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","030	","9999	","Localidad no especificada"
"31	","031	","0000	","Dzoncauich"
"31	","031	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","032	","0000	","Espita"
"31	","032	","0001	","Espita"
"31	","032	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","033	","0000	","Halachó"
"31	","033	","0001	","Halachó"
"31	","033	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","034	","0000	","Hocabá"
"31	","034	","0001	","Hocabá"
"31	","034	","0003	","Sahcabá"
"31	","034	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","035	","0000	","Hoctún"
"31	","035	","0001	","Hoctún"
"31	","035	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","036	","0000	","Homún"
"31	","036	","0001	","Homún"
"31	","036	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","037	","0000	","Huhí"
"31	","037	","0001	","Huhí"
"31	","037	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","038	","0000	","Hunucmá"
"31	","038	","0001	","Hunucmá"
"31	","038	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","039	","0000	","Ixil"
"31	","039	","0001	","Ixil"
"31	","039	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","040	","0000	","Izamal"
"31	","040	","0001	","Izamal"
"31	","040	","0003	","Citilcum"
"31	","040	","0041	","Kimbilá"
"31	","040	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","040	","9999	","Localidad no especificada"
"31	","041	","0000	","Kanasín"
"31	","041	","0001	","Kanasín"
"31	","041	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","041	","9999	","Localidad no especificada"
"31	","042	","0000	","Kantunil"
"31	","042	","0001	","Kantunil"
"31	","042	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","043	","0000	","Kaua"
"31	","043	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","044	","0000	","Kinchil"
"31	","044	","0001	","Kinchil"
"31	","044	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","045	","0000	","Kopomá"
"31	","045	","0001	","Kopomá"
"31	","045	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","046	","0000	","Mama"
"31	","046	","0001	","Mama"
"31	","046	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","047	","0000	","Maní"
"31	","047	","0001	","Maní"
"31	","048	","0000	","Maxcanú"
"31	","048	","0001	","Maxcanú"
"31	","048	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","049	","0000	","Mayapán"
"31	","049	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","050	","0000	","Mérida"
"31	","050	","0001	","Mérida"
"31	","050	","0075	","Caucel"
"31	","050	","0077	","Chablekal"
"31	","050	","0084	","Cholul"
"31	","050	","0088	","Dzityá"
"31	","050	","0090	","Dzununcán"
"31	","050	","0093	","Komchén"
"31	","050	","0111	","San José Tzal"
"31	","050	","0121	","Sitpach"
"31	","050	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","050	","9999	","Localidad no especificada"
"31	","051	","0000	","Mocochá"
"31	","051	","0001	","Mocochá"
"31	","051	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","052	","0000	","Motul"
"31	","052	","0001	","Motul de Carrillo Puerto"
"31	","052	","0023	","Kiní"
"31	","052	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","052	","9999	","Localidad no especificada"
"31	","053	","0000	","Muna"
"31	","053	","0001	","Muna"
"31	","053	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","054	","0000	","Muxupip"
"31	","054	","0001	","Muxupip"
"31	","054	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","055	","0000	","Opichén"
"31	","055	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","056	","0000	","Oxkutzcab"
"31	","056	","0001	","Oxkutzcab"
"31	","056	","0014	","Xul"
"31	","056	","0016	","Yaxhachén"
"31	","056	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","057	","0000	","Panabá"
"31	","057	","0001	","Panabá"
"31	","057	","0002	","Loché"
"31	","057	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","058	","0000	","Peto"
"31	","058	","0001	","Peto"
"31	","058	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","059	","0000	","Progreso"
"31	","059	","0001	","Progreso"
"31	","059	","0003	","Chelem"
"31	","059	","0004	","Chicxulub (Chicxulub Puerto)"
"31	","059	","0005	","Chuburná"
"31	","059	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","059	","9999	","Localidad no especificada"
"31	","060	","0000	","Quintana Roo"
"31	","060	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","061	","0000	","Río Lagartos"
"31	","061	","0001	","Río Lagartos"
"31	","061	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","062	","0000	","Sacalum"
"31	","062	","0001	","Sacalum"
"31	","062	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","063	","0000	","Samahil"
"31	","063	","0001	","Samahil"
"31	","063	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","064	","0000	","Sanahcat"
"31	","064	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","065	","0000	","San Felipe"
"31	","065	","0001	","San Felipe"
"31	","065	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","066	","0000	","Santa Elena"
"31	","066	","0001	","Santa Elena"
"31	","066	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","067	","0000	","Seyé"
"31	","067	","0001	","Seyé"
"31	","067	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","068	","0000	","Sinanché"
"31	","068	","0001	","Sinanché"
"31	","069	","0000	","Sotuta"
"31	","069	","0001	","Sotuta"
"31	","069	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","070	","0000	","Sucilá"
"31	","070	","0001	","Sucilá"
"31	","070	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","071	","0000	","Sudzal"
"31	","071	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","072	","0000	","Suma"
"31	","072	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","073	","0000	","Tahdziú"
"31	","073	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","074	","0000	","Tahmek"
"31	","074	","0001	","Tahmek"
"31	","074	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","075	","0000	","Teabo"
"31	","075	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","076	","0000	","Tecoh"
"31	","076	","0001	","Tecoh"
"31	","076	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","077	","0000	","Tekal de Venegas"
"31	","077	","0001	","Tekal de Venegas"
"31	","077	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","078	","0000	","Tekantó"
"31	","078	","0001	","Tekantó"
"31	","078	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","079	","0000	","Tekax"
"31	","079	","0001	","Tekax de Álvaro Obregón"
"31	","079	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","079	","9999	","Localidad no especificada"
"31	","080	","0000	","Tekit"
"31	","080	","0001	","Tekit"
"31	","081	","0000	","Tekom"
"31	","081	","0001	","Tekom"
"31	","081	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","082	","0000	","Telchac Pueblo"
"31	","082	","0001	","Telchac"
"31	","082	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","083	","0000	","Telchac Puerto"
"31	","083	","0001	","Telchac Puerto"
"31	","084	","0000	","Temax"
"31	","084	","0001	","Temax"
"31	","085	","0000	","Temozón"
"31	","085	","0001	","Temozón"
"31	","085	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","086	","0000	","Tepakán"
"31	","086	","0001	","Tepakán"
"31	","086	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","087	","0000	","Tetiz"
"31	","087	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","088	","0000	","Teya"
"31	","088	","0001	","Teya"
"31	","088	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","089	","0000	","Ticul"
"31	","089	","0001	","Ticul"
"31	","089	","0014	","Yotholín"
"31	","089	","9999	","Localidad no especificada"
"31	","090	","0000	","Timucuy"
"31	","090	","0001	","Timucuy"
"31	","090	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","090	","9999	","Localidad no especificada"
"31	","091	","0000	","Tinum"
"31	","091	","0001	","Tinum"
"31	","091	","0006	","Pisté"
"31	","091	","0012	","X-Calakoop"
"31	","091	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","092	","0000	","Tixcacalcupul"
"31	","092	","0001	","Tixcacalcupul"
"31	","092	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","093	","0000	","Tixkokob"
"31	","093	","0001	","Tixkokob"
"31	","093	","0009	","Nolo"
"31	","093	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","094	","0000	","Tixmehuac"
"31	","094	","0001	","Tixmehuac"
"31	","094	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","095	","0000	","Tixpéhual"
"31	","095	","0001	","Tixpéhual"
"31	","095	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","096	","0000	","Tizimín"
"31	","096	","0001	","Tizimín"
"31	","096	","0034	","Popolnáh"
"31	","096	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","096	","9999	","Localidad no especificada"
"31	","097	","0000	","Tunkás"
"31	","097	","0001	","Tunkás"
"31	","098	","0000	","Tzucacab"
"31	","098	","0001	","Tzucacab"
"31	","098	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","099	","0000	","Uayma"
"31	","099	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","100	","0000	","Ucú"
"31	","100	","0001	","Ucú"
"31	","100	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","101	","0000	","Umán"
"31	","101	","0001	","Umán"
"31	","101	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","102	","0000	","Valladolid"
"31	","102	","0001	","Valladolid"
"31	","102	","0055	","Kanxoc"
"31	","102	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","102	","9999	","Localidad no especificada"
"31	","103	","0000	","Xocchel"
"31	","103	","0001	","Xocchel"
"31	","103	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","104	","0000	","Yaxcabá"
"31	","104	","0001	","Yaxcabá"
"31	","104	","0052	","Tixcacaltuyub"
"31	","104	","0060	","Tahdzibichén"
"31	","104	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","105	","0000	","Yaxkukul"
"31	","105	","0001	","Yaxkukul"
"31	","106	","0000	","Yobaín"
"31	","106	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","998	","0000	","No aplica"
"31	","999	","0000	","Municipio no especificado"
"31	","999	","9999	","Localidad no especificada"
"32	","000	","0000	","Zacatecas"
"32	","001	","0000	","Apozol"
"32	","001	","0001	","Apozol"
"32	","001	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","002	","0000	","Apulco"
"32	","002	","0001	","Apulco"
"32	","002	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","003	","0000	","Atolinga"
"32	","003	","0001	","Atolinga"
"32	","003	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","004	","0000	","Benito Juárez"
"32	","004	","0001	","Florencia"
"32	","004	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","005	","0000	","Calera"
"32	","005	","0001	","Víctor Rosales"
"32	","005	","0022	","Ramón López Velarde (Toribio)"
"32	","005	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","005	","9999	","Localidad no especificada"
"32	","006	","0000	","Cañitas de Felipe Pescador"
"32	","006	","0001	","Cañitas de Felipe Pescador"
"32	","006	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","007	","0000	","Concepción del Oro"
"32	","007	","0001	","Concepción del Oro"
"32	","007	","0050	","La Curva"
"32	","007	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","008	","0000	","Cuauhtémoc"
"32	","008	","0001	","San Pedro Piedra Gorda"
"32	","008	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","009	","0000	","Chalchihuites"
"32	","009	","0001	","Chalchihuites"
"32	","009	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","010	","0000	","Fresnillo"
"32	","010	","0001	","Fresnillo"
"32	","010	","0092	","Chichimequillas"
"32	","010	","0135	","Miguel Hidalgo (Hidalgo)"
"32	","010	","0210	","San José de Lourdes"
"32	","010	","0212	","San José del Alamito"
"32	","010	","0248	","Trujillo"
"32	","010	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","010	","9999	","Localidad no especificada"
"32	","011	","0000	","Trinidad García de la Cadena"
"32	","011	","0001	","La Estanzuela"
"32	","011	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","012	","0000	","Genaro Codina"
"32	","012	","0001	","Genaro Codina"
"32	","013	","0000	","General Enrique Estrada"
"32	","013	","0001	","General Enrique Estrada"
"32	","013	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","013	","9999	","Localidad no especificada"
"32	","014	","0000	","General Francisco R. Murguía"
"32	","014	","0001	","Nieves"
"32	","014	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","014	","9999	","Localidad no especificada"
"32	","015	","0000	","El Plateado de Joaquín Amaro"
"32	","015	","0001	","El Plateado de Joaquín Amaro"
"32	","015	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","016	","0000	","General Pánfilo Natera"
"32	","016	","0001	","General Pánfilo Natera"
"32	","016	","0025	","El Saucito (El Horno)"
"32	","016	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","017	","0000	","Guadalupe"
"32	","017	","0001	","Guadalupe"
"32	","017	","0039	","Tacoaleche"
"32	","017	","0043	","Zóquite"
"32	","017	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","018	","0000	","Huanusco"
"32	","018	","0001	","Huanusco"
"32	","018	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","019	","0000	","Jalpa"
"32	","019	","0001	","Jalpa"
"32	","019	","0371	","Fraccionamiento Solidaridad (El Fanfarrón)"
"32	","019	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","019	","9999	","Localidad no especificada"
"32	","020	","0000	","Jerez"
"32	","020	","0001	","Jerez de García Salinas"
"32	","020	","0022	","El Durazno"
"32	","020	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","020	","9999	","Localidad no especificada"
"32	","021	","0000	","Jiménez del Teul"
"32	","021	","0001	","Jiménez del Teul"
"32	","021	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","022	","0000	","Juan Aldama"
"32	","022	","0001	","Juan Aldama"
"32	","022	","0011	","Ojitos"
"32	","022	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","023	","0000	","Juchipila"
"32	","023	","0001	","Juchipila"
"32	","023	","0098	","Mezquitera Norte"
"32	","023	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","023	","9999	","Localidad no especificada"
"32	","024	","0000	","Loreto"
"32	","024	","0001	","Loreto"
"32	","024	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","024	","9999	","Localidad no especificada"
"32	","025	","0000	","Luis Moya"
"32	","025	","0001	","Luis Moya"
"32	","025	","0008	","Los Griegos (Griegos)"
"32	","025	","0012	","Noria de Molinos"
"32	","025	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","025	","9999	","Localidad no especificada"
"32	","026	","0000	","Mazapil"
"32	","026	","0001	","Mazapil"
"32	","026	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","027	","0000	","Melchor Ocampo"
"32	","027	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","028	","0000	","Mezquital del Oro"
"32	","028	","0001	","Mezquital del Oro"
"32	","028	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","029	","0000	","Miguel Auza"
"32	","029	","0001	","Miguel Auza"
"32	","029	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","029	","9999	","Localidad no especificada"
"32	","030	","0000	","Momax"
"32	","030	","0001	","Momax"
"32	","031	","0000	","Monte Escobedo"
"32	","031	","0001	","Monte Escobedo"
"32	","031	","0047	","Laguna Grande"
"32	","031	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","032	","0000	","Morelos"
"32	","032	","0001	","Morelos"
"32	","032	","0011	","Hacienda Nueva"
"32	","032	","0014	","Las Pilas"
"32	","032	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","033	","0000	","Moyahua de Estrada"
"32	","033	","0001	","Moyahua de Estrada"
"32	","033	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","033	","9999	","Localidad no especificada"
"32	","034	","0000	","Nochistlán de Mejía"
"32	","034	","0001	","Nochistlán de Mejía"
"32	","034	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"32	","034	","9999	","Localidad no especificada"
"32	","035	","0000	","Noria de Ángeles"
